Age,Gender,Education,Income Level,Emp Experience,Home Ownership,Loan Amount,Loan Intent,Interest Rate,Credit Score
23,male,Bachelor,41000,0,Rent,2100,Debt Settlement,11.01,624
22,female,Bachelor,42000,1,Rent,2100,Medical,17.04,646
25,male,Bachelor,37000,3,Mortgage,8000,Home Renovate,6.92,670
22,female,Bachelor,49000,0,Rent,2100,Debt Settlement,6.39,668
25,female,High School,54000,2,Rent,2100,Personal,17.27,549
22,male,High School,37000,0,Own,2500,Education,7.29,622
23,male,Associate,55000,4,Rent,2100,Venture,11.48,594
22,male,High School,64000,0,Rent,2100,Personal,6.76,528
22,female,Associate,73000,0,Rent,2100,Debt Settlement,14.65,619
22,male,Master,73000,0,Rent,2100,Venture,13.43,622
25,male,High School,37000,1,Own,10000,Venture,11.01,589
24,female,High School,65000,4,Rent,2100,Home Renovate,17.14,645
22,female,Bachelor,37000,0,Mortgage,7000,Education,7.29,678
25,male,High School,97000,3,Rent,2100,Personal,11.01,595
23,male,High School,106000,0,Rent,2100,Education,11.01,619
24,female,Master,96000,2,Rent,2100,Medical,9.91,670
26,male,Master,133000,4,Rent,2100,Debt Settlement,7.12,687
23,male,Associate,37000,3,Mortgage,10000,Education,7.66,646
26,male,Associate,52000,2,Rent,2125,Personal,8.9,669
22,female,High School,22000,0,Rent,2150,Medical,11.01,591
26,male,Bachelor,70000,7,Rent,2150,Debt Settlement,15.62,624
22,male,Bachelor,36000,2,Rent,14000,Venture,7.9,573
21,male,Associate,37000,0,Mortgage,6400,Venture,11.01,567
21,male,Master,37000,0,Rent,14000,Medical,10.65,545
24,female,Associate,37000,4,Rent,14000,Debt Settlement,7.9,538
24,male,Bachelor,37000,2,Mortgage,3075,Debt Settlement,11.01,521
22,male,Bachelor,38000,0,Rent,14000,Venture,6.99,595
23,female,Associate,37000,0,Rent,14000,Medical,11.26,554
22,male,Bachelor,39000,1,Rent,14000,Debt Settlement,13.49,624
22,male,Bachelor,37000,0,Mortgage,2000,Personal,12.61,665
22,male,Bachelor,40000,0,Rent,14000,Education,12.23,580
26,male,Associate,40000,4,Rent,14000,Education,7.51,624
24,female,Bachelor,40000,0,Rent,14000,Medical,14.17,676
22,male,Master,42000,1,Rent,14000,Debt Settlement,10.62,716
24,female,High School,37000,1,Mortgage,8000,Home Renovate,6.17,640
22,female,Master,45000,0,Rent,14000,Personal,6.92,670
26,male,High School,45000,0,Rent,14000,Personal,9.88,578
23,female,Bachelor,46000,3,Rent,14000,Education,14.42,505
21,female,Associate,46000,0,Rent,14000,Personal,7.9,512
22,male,High School,48000,0,Rent,14000,Medical,10.37,673
26,female,Associate,49000,5,Rent,14000,Debt Settlement,10.37,616
22,male,Bachelor,49000,0,Rent,14000,Education,11.01,571
24,female,High School,49000,2,Rent,14000,Medical,6.03,639
22,male,High School,49000,0,Rent,14000,Education,13.11,608
24,male,Associate,42000,0,Rent,14000,Venture,14.61,610
24,male,High School,37000,0,Own,10000,Home Renovate,12.61,627
21,female,Master,37000,0,Mortgage,2000,Education,14.46,587
23,male,Bachelor,37000,0,Mortgage,1000,Debt Settlement,13.72,601
22,female,Bachelor,37000,0,Mortgage,5000,Education,6.91,685
24,male,High School,42000,1,Rent,14000,Debt Settlement,16,585
24,male,Associate,37000,0,Own,15250,Home Renovate,6.54,676
22,male,Associate,50000,0,Rent,14000,Venture,11.01,632
22,female,Bachelor,51000,0,Rent,14000,Venture,17.49,586
21,male,High School,15000,1,Rent,2200,Debt Settlement,11.01,617
21,female,Bachelor,19000,0,Rent,2200,Education,11.01,632
25,female,High School,19000,2,Rent,2200,Venture,7.88,593
21,female,Bachelor,20000,0,Rent,2200,Medical,16.49,644
24,female,Associate,28000,0,Rent,2200,Medical,11.01,588
23,male,Bachelor,30000,0,Rent,2200,Education,15.23,655
23,male,Associate,32000,2,Rent,2200,Debt Settlement,9.91,620
25,female,Associate,34000,4,Rent,2200,Medical,12.53,602
22,male,Master,35000,2,Rent,2200,Home Renovate,15.95,669
21,male,High School,43000,0,Rent,2200,Education,7.49,539
25,female,High School,47000,4,Rent,2200,Debt Settlement,12.69,521
23,male,High School,37000,0,Mortgage,12000,Education,16.45,607
23,female,Master,48000,2,Rent,2200,Debt Settlement,10.99,679
23,male,High School,48000,0,Rent,2200,Venture,11.72,690
24,male,Master,37000,0,Mortgage,4500,Debt Settlement,14.72,610
26,female,High School,37000,6,Own,5000,Personal,10.38,602
22,female,Bachelor,56000,2,Rent,2200,Venture,11.99,640
22,female,Bachelor,67000,0,Rent,2200,Medical,5.79,683
23,female,Master,37000,3,Mortgage,8000,Venture,7.88,547
25,female,Master,37000,1,Mortgage,9000,Debt Settlement,7.51,560
23,male,High School,91000,0,Rent,2200,Venture,7.9,659
21,female,Associate,64000,0,Rent,2225,Debt Settlement,7.66,620
25,male,High School,37000,1,Mortgage,6000,Home Renovate,14.35,628
23,male,Associate,20000,1,Rent,2250,Debt Settlement,13.49,651
24,female,Bachelor,36000,2,Rent,2250,Venture,12.73,633
26,male,Bachelor,52000,4,Rent,2250,Debt Settlement,10.38,644
23,male,Master,18000,0,Rent,2300,Education,15.33,675
25,female,Bachelor,32000,0,Rent,2300,Personal,11.11,670
22,female,Bachelor,37000,0,Own,7000,Venture,13.98,662
26,male,Bachelor,37000,4,Rent,2300,Medical,10.99,626
21,female,Bachelor,42000,0,Rent,2300,Education,6.76,600
26,female,Bachelor,45000,4,Rent,2300,Education,7.4,695
25,female,Master,76000,5,Rent,2300,Medical,11.71,603
22,male,Associate,37000,1,Own,5000,Personal,11.12,537
23,male,Master,95000,3,Rent,2300,Education,17.58,603
23,female,Associate,37000,0,Mortgage,5000,Venture,10.38,637
22,female,Bachelor,37000,3,Mortgage,5000,Debt Settlement,13.23,708
26,male,Master,18000,0,Rent,2350,Medical,9.91,653
25,male,High School,54000,2,Rent,2350,Education,13.98,598
24,female,Master,15000,0,Rent,2400,Medical,6.92,665
26,female,Associate,37000,3,Mortgage,4000,Education,7.14,658
23,female,High School,17000,0,Rent,2400,Personal,16.82,605
24,male,Bachelor,17000,1,Rent,2400,Venture,17.27,610
24,male,High School,37000,0,Mortgage,5000,Home Renovate,13.48,637
25,male,Master,37000,0,Mortgage,4000,Personal,7.14,674
25,female,Master,20000,1,Rent,2400,Education,11.71,565
26,female,Bachelor,21000,0,Rent,2400,Personal,12.23,568
24,male,Master,21000,2,Rent,2400,Medical,13.98,707
26,female,Associate,37000,6,Mortgage,15000,Home Renovate,10.62,634
23,male,Bachelor,37000,1,Mortgage,4500,Personal,10.62,621
26,male,Associate,23000,8,Rent,2400,Venture,13.06,675
24,male,Associate,37000,0,Mortgage,2400,Debt Settlement,13.11,560
22,female,Bachelor,37000,0,Mortgage,3200,Venture,13.48,659
21,male,Bachelor,23000,0,Rent,2400,Venture,14.72,663
22,female,Bachelor,22000,2,Rent,2400,Debt Settlement,13.61,678
22,female,Master,37000,2,Mortgage,13750,Education,14.22,628
24,male,Bachelor,25000,0,Rent,2400,Debt Settlement,15.62,657
22,male,High School,37000,0,Mortgage,5500,Personal,10.99,592
22,male,Bachelor,27000,3,Rent,2400,Home Renovate,16.29,632
23,male,Bachelor,27000,1,Rent,2400,Debt Settlement,15.23,598
22,male,Master,27000,1,Rent,2400,Debt Settlement,12.53,710
22,female,Bachelor,37000,0,Mortgage,1750,Medical,10.99,664
23,male,Bachelor,28000,0,Rent,2400,Venture,8.94,665
25,male,High School,28000,4,Rent,2400,Medical,10.36,614
22,female,Associate,37000,0,Mortgage,5000,Venture,11.48,659
23,male,High School,29000,0,Rent,2400,Education,5.99,668
21,male,Associate,30000,0,Rent,2400,Venture,16.29,669
26,male,Bachelor,31000,4,Rent,2400,Personal,15.28,651
23,male,High School,37000,0,Own,3000,Personal,11.14,590
24,female,Master,31000,2,Rent,2400,Venture,13.8,664
22,male,Bachelor,31000,0,Rent,2400,Education,13.61,676
21,female,Associate,32000,0,Rent,2400,Personal,11.58,545
21,male,Associate,33000,0,Rent,2400,Education,14.79,545
22,male,Master,33000,3,Rent,2400,Home Renovate,13.92,633
22,female,High School,33000,0,Rent,2400,Education,10.59,633
25,female,High School,35000,6,Rent,2400,Education,11.49,635
24,female,Bachelor,35000,0,Rent,2400,Home Renovate,14.26,666
21,female,Bachelor,37000,0,Rent,2400,Home Renovate,17.19,659
21,female,Bachelor,37000,0,Rent,2400,Venture,16.49,697
24,male,Associate,37000,0,Rent,2400,Medical,13.72,571
25,male,Bachelor,38000,3,Rent,2400,Medical,7.9,561
23,male,Associate,37000,1,Mortgage,6500,Debt Settlement,7.74,529
23,female,High School,38000,0,Rent,2400,Personal,13.98,460
22,female,Master,39000,1,Rent,2400,Medical,11.99,561
22,male,High School,40000,0,Rent,2400,Venture,16.77,652
22,female,High School,41000,0,Rent,2400,Debt Settlement,11.48,673
26,male,Master,37000,3,Own,15000,Personal,13.22,651
22,male,High School,43000,0,Rent,2400,Education,11.01,687
25,male,Bachelor,43000,3,Rent,2400,Venture,12.53,643
23,female,High School,37000,2,Mortgage,12000,Education,8.94,671
21,female,Associate,46000,0,Rent,2400,Personal,14.26,526
23,female,Bachelor,49000,5,Rent,2400,Debt Settlement,8.9,617
25,female,Associate,49000,0,Rent,2400,Education,5.42,608
24,male,Bachelor,37000,1,Mortgage,6000,Venture,13.22,653
25,male,Associate,37000,2,Mortgage,11500,Personal,8.59,605
22,female,High School,49000,1,Rent,2400,Education,12.73,660
23,female,Bachelor,36000,0,Mortgage,1000,Medical,7.4,685
21,female,Associate,42000,1,Rent,2400,Home Renovate,10.83,659
24,female,Bachelor,50000,1,Rent,2400,Education,12.68,592
22,male,Master,51000,0,Rent,2400,Education,12.22,621
24,male,Master,37000,2,Mortgage,6000,Debt Settlement,13.57,634
26,male,Master,37000,4,Mortgage,3500,Venture,8,569
25,female,Bachelor,37000,1,Mortgage,3000,Venture,11.01,580
22,female,Bachelor,37000,1,Mortgage,5000,Education,11.89,631
26,female,Doctorate,37000,2,Mortgage,4000,Venture,13.16,644
25,male,Master,37000,2,Mortgage,8000,Venture,9.32,694
21,female,Associate,37000,0,Mortgage,4750,Personal,9.63,632
22,female,High School,53000,1,Rent,2400,Venture,10.99,684
22,female,High School,46000,0,Rent,2400,Personal,10.65,671
25,male,High School,54000,6,Rent,2400,Medical,7.66,553
23,female,Bachelor,54000,0,Rent,2400,Education,14.09,694
24,male,Associate,37000,5,Mortgage,1000,Education,8,598
22,female,High School,55000,3,Rent,2400,Medical,12.18,632
26,male,Associate,57000,5,Rent,2400,Debt Settlement,9.91,607
23,female,Master,57000,0,Rent,2400,Personal,13.75,621
22,female,Associate,37000,0,Mortgage,6600,Personal,14.42,614
23,male,Bachelor,59000,1,Rent,2400,Medical,8.49,589
23,female,Master,37000,0,Mortgage,8000,Medical,11.01,720
23,male,Associate,59000,2,Rent,2400,Education,10.59,691
24,male,Bachelor,59000,5,Rent,2400,Personal,12.99,642
23,female,High School,61000,1,Rent,2400,Personal,11.83,655
25,male,Associate,63000,1,Rent,2400,Home Renovate,7.88,639
22,female,Associate,37000,0,Mortgage,6950,Venture,9.32,615
24,male,Bachelor,66000,0,Rent,2400,Personal,8,683
26,female,Master,66000,1,Rent,2400,Education,9.32,600
23,male,Bachelor,68000,4,Rent,2400,Medical,8.9,666
22,male,Associate,70000,1,Rent,2400,Personal,15.23,661
25,female,Bachelor,73000,0,Rent,2400,Venture,11.49,658
24,male,Master,66000,3,Rent,2400,Medical,13.49,656
26,male,High School,66000,4,Rent,2400,Home Renovate,14.09,605
21,female,Associate,37000,0,Mortgage,14000,Debt Settlement,9.38,567
25,male,Associate,76000,5,Rent,2400,Debt Settlement,7.14,651
23,male,Associate,77000,1,Rent,2400,Debt Settlement,7.9,684
22,male,Associate,80000,0,Rent,2400,Education,7.4,514
26,male,Bachelor,81000,4,Rent,2400,Medical,12.99,698
26,male,Associate,85000,1,Rent,2400,Education,11.01,638
24,male,High School,37000,0,Mortgage,5000,Personal,10.71,586
24,male,High School,115000,6,Rent,2400,Personal,5.99,595
25,male,High School,115000,4,Rent,2400,Debt Settlement,9.25,669
26,female,Bachelor,115000,1,Rent,2400,Venture,11.01,633
25,female,Bachelor,106000,1,Rent,2400,Personal,14.79,657
23,female,High School,44000,0,Rent,2425,Education,8.49,676
26,female,High School,20000,0,Rent,2450,Venture,11.01,609
22,male,Bachelor,30000,0,Rent,2450,Debt Settlement,7.9,551
21,male,Associate,14000,2,Rent,2500,Personal,8.88,637
21,female,Associate,16000,0,Rent,2500,Medical,11.99,572
21,female,Master,17000,0,Rent,2500,Home Renovate,7.88,665
24,male,Bachelor,16000,3,Rent,2500,Venture,13.11,635
23,female,High School,115000,1,Rent,13600,Venture,11.11,670
24,male,Bachelor,38000,1,Rent,13500,Venture,13.43,646
21,female,Bachelor,47000,0,Rent,13500,Education,9.91,643
22,female,High School,53000,2,Rent,13500,Personal,10.95,592
23,male,Associate,55000,0,Rent,13500,Education,7.88,631
26,female,Bachelor,37000,3,Own,9200,Venture,10.99,577
25,female,Associate,37000,5,Mortgage,15000,Home Renovate,10.2,620
23,male,Master,62000,0,Rent,13500,Debt Settlement,12.23,692
23,male,Associate,37000,1,Mortgage,5800,Education,7.29,632
22,female,High School,38000,0,Mortgage,6000,Education,12.73,608
22,male,Associate,37000,0,Own,5000,Education,19.47,578
24,male,High School,37000,0,Mortgage,5000,Medical,7.74,673
25,male,Master,65000,5,Rent,13500,Debt Settlement,6.99,678
24,female,Bachelor,69000,2,Rent,13500,Personal,6.92,603
24,female,Associate,70000,3,Rent,13500,Venture,13.99,648
25,male,Master,73000,6,Rent,13500,Debt Settlement,7.49,700
22,female,High School,82000,0,Rent,13500,Debt Settlement,10.62,582
24,female,Master,83000,0,Rent,13500,Education,12.21,590
26,male,High School,86000,3,Rent,13500,Medical,12.69,637
26,female,High School,94000,3,Rent,13500,Venture,12.87,618
25,female,Associate,38000,5,Mortgage,10000,Debt Settlement,6.03,649
26,female,Bachelor,121000,5,Rent,13500,Personal,7.14,648
26,female,Master,223000,3,Rent,13500,Venture,5.99,482
23,female,Bachelor,43000,0,Rent,13475,Debt Settlement,10.65,671
23,male,Associate,38000,2,Mortgage,6000,Debt Settlement,14.54,638
23,male,Master,36000,2,Rent,13475,Venture,14.26,688
23,male,Bachelor,36000,0,Rent,13450,Medical,12.61,603
24,male,High School,43000,2,Rent,13400,Medical,11.01,622
26,male,High School,46000,2,Rent,13400,Education,9.99,638
25,male,Associate,38000,4,Mortgage,2000,Venture,11.12,664
22,female,Associate,61000,0,Rent,13350,Debt Settlement,14.59,586
24,female,Master,40000,0,Rent,13300,Debt Settlement,7.66,578
24,female,Associate,49000,0,Rent,13300,Personal,16,656
23,female,Associate,66000,3,Rent,13275,Venture,17.58,670
25,female,Associate,30000,1,Rent,13250,Venture,10.37,654
23,female,High School,38000,0,Mortgage,4200,Education,10.99,621
22,female,Bachelor,37000,0,Rent,13250,Debt Settlement,16.4,673
22,male,Associate,41000,2,Rent,13250,Debt Settlement,11.01,676
26,female,Associate,46000,3,Rent,13250,Debt Settlement,13.49,656
23,female,Bachelor,47000,0,Rent,13250,Venture,10.99,585
26,female,Bachelor,49000,5,Rent,13250,Personal,11.71,617
25,male,Associate,49000,2,Rent,13250,Personal,11.01,629
26,male,Bachelor,43000,0,Rent,13225,Venture,13.49,593
22,female,High School,49000,0,Rent,13225,Personal,16.77,637
23,male,High School,38000,1,Own,5000,Venture,11.86,539
24,male,Bachelor,38000,1,Own,8000,Education,7.51,639
22,female,High School,39000,2,Rent,13200,Education,11.71,650
23,female,High School,55000,0,Rent,13200,Education,11.01,481
25,female,Bachelor,57000,4,Rent,13200,Debt Settlement,12.53,701
24,male,High School,73000,3,Rent,13200,Personal,6.62,572
22,male,High School,73000,1,Rent,13200,Personal,8.49,537
26,male,Master,39000,3,Mortgage,15000,Home Renovate,7.9,649
26,male,Bachelor,66000,0,Rent,13200,Personal,14.91,626
22,male,High School,76000,1,Rent,13200,Venture,11.01,605
21,male,Associate,38000,0,Mortgage,6000,Personal,7.51,597
24,female,High School,87000,0,Rent,13200,Home Renovate,7.29,583
23,female,Bachelor,91000,0,Rent,13200,Venture,6.17,677
25,male,Associate,92000,2,Rent,13200,Education,12.23,579
25,female,High School,38000,2,Own,12000,Personal,11.01,594
21,male,High School,38000,0,Mortgage,7500,Education,5.42,586
26,male,Master,98000,3,Rent,13200,Education,16.77,612
24,male,Master,86000,0,Rent,13100,Venture,7.49,682
24,male,High School,38000,4,Mortgage,5000,Education,5.42,637
25,female,Master,38000,1,Mortgage,5200,Home Renovate,5.42,713
25,female,High School,39000,3,Mortgage,6000,Home Renovate,7.66,689
24,male,Associate,163000,0,Rent,13050,Personal,11.01,627
21,female,Master,30000,0,Rent,13000,Venture,15.7,703
24,male,Master,38000,0,Mortgage,8000,Home Renovate,5.42,634
21,male,Master,30000,2,Rent,13000,Debt Settlement,12.87,698
24,male,Master,38000,6,Mortgage,9000,Personal,14.84,662
25,male,Associate,39000,3,Mortgage,10000,Venture,10.38,686
26,female,High School,35000,6,Rent,13000,Medical,16.29,686
25,female,Master,35000,3,Rent,13000,Personal,7.9,689
26,female,Bachelor,36000,3,Rent,13000,Home Renovate,14.46,600
25,male,Bachelor,38000,5,Mortgage,12250,Personal,11.36,577
22,male,Associate,37000,0,Rent,13000,Venture,13.11,639
21,male,High School,39000,0,Rent,13000,Education,13.11,625
26,male,Master,42000,6,Rent,13000,Education,13.57,649
26,female,Bachelor,42000,5,Rent,13000,Medical,9.63,630
25,male,Bachelor,43000,3,Rent,13000,Medical,13.22,582
24,female,Bachelor,45000,0,Rent,13000,Education,17.27,600
22,male,Associate,38000,0,Mortgage,5000,Debt Settlement,13.79,627
24,female,High School,44000,0,Rent,13000,Debt Settlement,7.29,617
26,female,High School,38000,2,Mortgage,4000,Education,10.33,675
22,male,High School,38000,0,Mortgage,3000,Medical,12.54,671
23,male,Bachelor,37000,0,Rent,13000,Debt Settlement,13.57,650
22,male,Bachelor,44000,0,Rent,13000,Debt Settlement,11.14,684
23,male,Bachelor,39000,0,Mortgage,18500,Education,11.01,723
24,female,High School,45000,0,Rent,13000,Education,10.25,579
23,male,Associate,38000,1,Mortgage,4500,Debt Settlement,6.62,639
23,male,Bachelor,47000,0,Rent,13000,Education,11.01,664
23,male,High School,47000,0,Rent,13000,Education,11.71,661
25,female,Bachelor,47000,1,Rent,13000,Debt Settlement,10.74,630
26,male,Master,38000,4,Mortgage,9250,Personal,7.9,593
22,female,High School,48000,2,Rent,13000,Debt Settlement,11.83,540
25,male,High School,49000,0,Rent,13000,Personal,10.99,637
24,female,Associate,49000,0,Rent,13000,Debt Settlement,14.26,565
25,female,Bachelor,38000,5,Mortgage,2400,Home Renovate,17.58,547
21,male,Master,50000,2,Rent,13000,Medical,13.57,600
22,female,Bachelor,39000,0,Mortgage,3200,Venture,10.99,587
26,male,Associate,44000,3,Rent,13000,Debt Settlement,5.99,669
21,female,High School,51000,0,Rent,13000,Education,15.31,611
22,male,Associate,53000,0,Rent,13000,Education,12.87,644
22,male,Bachelor,46000,0,Rent,13000,Venture,16,640
23,male,High School,54000,2,Rent,13000,Education,13.47,665
23,female,Bachelor,54000,1,Rent,13000,Medical,8.9,654
24,male,Master,48000,1,Rent,13000,Education,10.75,670
23,male,Bachelor,38000,0,Mortgage,7550,Debt Settlement,9.99,580
24,male,Bachelor,56000,3,Rent,13000,Personal,10.99,623
25,male,Master,38000,2,Mortgage,11200,Medical,5.42,628
24,female,Associate,57000,4,Rent,13000,Venture,11.01,491
25,female,High School,38000,2,Mortgage,6000,Debt Settlement,5.79,565
22,female,Associate,58000,0,Rent,13000,Medical,9.99,603
22,male,Associate,39000,0,Mortgage,2000,Medical,7.29,654
26,male,Master,59000,4,Rent,13000,Debt Settlement,11.26,617
23,female,Associate,60000,2,Rent,13000,Personal,6.17,533
